Gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YALI0_A14069g	4952.CAG83978	1.18E-178	498	28MVK@1|root,2QUDU@2759|Eukaryota,38G2Q@33154|Opisthokonta,3NZZ8@4751|Fungi,3QNDU@4890|Ascomycota,3RTYN@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae FIG1 (YBR040W)	-	GO:0000003,GO:0000322,GO:0000323,GO:0000324,GO:0000746,GO:0000747,GO:0000753,GO:0000755,GO:0000767,GO:0000902,GO:0003006,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005937,GO:0008150,GO:0009277,GO:0009653,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0019953,GO:0022413,GO:0022414,GO:0030312,GO:0030427,GO:0031224,GO:0032220,GO:0032502,GO:0032505,GO:0032989,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043332,GO:0044424,GO:0044425,GO:0044444,GO:0044463,GO:0044464,GO:0044703,GO:0044764,GO:0045026,GO:0048856,GO:0048869,GO:0051286,GO:0051704,GO:0061024,GO:0061025,GO:0071840,GO:0071944,GO:0120025,GO:0120038	-	-	-	-	-	-	-	-	-	-	Fig1
YALI0_A14157g	4952.CAG83979	1.54E-137	389	COG1011@1|root,KOG2961@2759|Eukaryota,3A0CU@33154|Opisthokonta,3P247@4751|Fungi,3QK8C@4890|Ascomycota,3RUIU@4891|Saccharomycetes	4891|Saccharomycetes	S	Saccharomyces cerevisiae YHR100C	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005975,GO:0006629,GO:0006644,GO:0006650,GO:0006655,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0008962,GO:0009058,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019637,GO:0031974,GO:0032048,GO:0032049,GO:0042578,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044262,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046471,GO:0046474,GO:0046486,GO:0046838,GO:0070013,GO:0071704,GO:0090407,GO:1901576	3.1.3.27	ko:K01094	ko00564,ko01100,map00564,map01100	-	R02029	RC00017	ko00000,ko00001,ko01000	-	-	-	PGP_phosphatase
YALI0_A14212g	4952.CAG83980	0	1003	KOG0254@1|root,KOG0254@2759|Eukaryota,38CBN@33154|Opisthokonta,3NUVA@4751|Fungi,3QJZJ@4890|Ascomycota,3RTC1@4891|Saccharomycetes	4891|Saccharomycetes	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	-	-	-	ko:K08141	-	-	-	-	ko00000,ko02000	2.A.1.1	-	-	Sugar_tr
YALI0_A14234g	4952.CAG83981	0	1078	COG0318@1|root,KOG1176@2759|Eukaryota,38D90@33154|Opisthokonta,3NWZC@4751|Fungi,3QR0I@4890|Ascomycota,3RXB6@4891|Saccharomycetes	4890|Ascomycota	I	AMP-binding enzyme C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C
YALI0_A14388g	4952.CAG83985	8.59E-249	682	COG1562@1|root,KOG4411@2759|Eukaryota,38JTQ@33154|Opisthokonta,3NW5K@4751|Fungi,3QMNP@4890|Ascomycota,3RUGD@4891|Saccharomycetes	4891|Saccharomycetes	I	Squalene/phytoene synthase	-	-	-	ko:K18163	ko04714,map04714	-	-	-	ko00000,ko00001,ko03029	-	-	-	SQS_PSY
YALI0_A14476g	4952.CAG83987	2.44E-243	669	2C4RI@1|root,2S0C3@2759|Eukaryota,39V34@33154|Opisthokonta,3NU47@4751|Fungi,3QNN0@4890|Ascomycota,3RVAR@4891|Saccharomycetes	4891|Saccharomycetes	S	PH domain	-	-	-	-	-	-	-	-	-	-	-	-	PH
YALI0_A14498g	4952.CAG83988	6.43E-127	360	COG1791@1|root,KOG2107@2759|Eukaryota,3A1M2@33154|Opisthokonta,3P21X@4751|Fungi,3QUDI@4890|Ascomycota,3RUG8@4891|Saccharomycetes	4891|Saccharomycetes	E	Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)	ADI1	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0010308,GO:0010309,GO:0016053,GO:0016491,GO:0016701,GO:0016702,GO:0017144,GO:0019509,GO:0019752,GO:0043094,GO:0043102,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0051213,GO:0055114,GO:0071265,GO:0071267,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.13.11.53,1.13.11.54	ko:K08967	ko00270,ko01100,map00270,map01100	M00034	R07363,R07364	RC01866,RC02018,RC02118	ko00000,ko00001,ko00002,ko01000	-	-	-	ARD
YALI0_A14542g	4952.CAG83990	4.69E-280	787	KOG0266@1|root,KOG0266@2759|Eukaryota,38E6T@33154|Opisthokonta,3NUUI@4751|Fungi,3QMV0@4890|Ascomycota,3RRVR@4891|Saccharomycetes	4891|Saccharomycetes	I	to Saccharomyces cerevisiae TUP1 (YCR084C)	TUP1	GO:0000003,GO:0000122,GO:0000429,GO:0000430,GO:0000433,GO:0000988,GO:0000989,GO:0001076,GO:0001191,GO:0001196,GO:0001198,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006323,GO:0006325,GO:0006333,GO:0006338,GO:0006355,GO:0006357,GO:0006950,GO:0006996,GO:0007154,GO:0007155,GO:0007530,GO:0007531,GO:0007532,GO:0007584,GO:0008150,GO:0008289,GO:0009267,GO:0009372,GO:0009405,GO:0009605,GO:0009607,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010565,GO:0010570,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016043,GO:0016584,GO:0017053,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0019747,GO:0019899,GO:0022414,GO:0022607,GO:0022610,GO:0030154,GO:0030447,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031497,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032502,GO:0032879,GO:0032991,GO:0033554,GO:0033993,GO:0034728,GO:0035091,GO:0035690,GO:0035950,GO:0035952,GO:0035953,GO:0035955,GO:0036033,GO:0036166,GO:0036170,GO:0036171,GO:0036180,GO:0040007,GO:0040008,GO:0042221,GO:0042304,GO:0042393,GO:0042493,GO:0042594,GO:0042826,GO:0043044,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043486,GO:0043933,GO:0044085,GO:0044111,GO:0044114,GO:0044115,GO:0044182,GO:0044403,GO:0044409,GO:0044419,GO:0044424,GO:0044464,GO:0044764,GO:0044877,GO:0045013,GO:0045014,GO:0045165,GO:0045827,GO:0045833,GO:0045892,GO:0045893,GO:0045894,GO:0045926,GO:0045934,GO:0045935,GO:0045944,GO:0045990,GO:0046015,GO:0046677,GO:0046688,GO:0046890,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051828,GO:0051832,GO:0051834,GO:0052173,GO:0060255,GO:0060258,GO:0061984,GO:0061985,GO:0061986,GO:0061987,GO:0062012,GO:0065007,GO:0070784,GO:0070887,GO:0071103,GO:0071236,GO:0071241,GO:0071248,GO:0071280,GO:0071310,GO:0071396,GO:0071496,GO:0071824,GO:0071840,GO:0072364,GO:0080025,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090088,GO:0090089,GO:0097305,GO:0097306,GO:0097307,GO:0097308,GO:0098609,GO:0140110,GO:1900428,GO:1900429,GO:1901700,GO:1901701,GO:1901981,GO:1902679,GO:1902680,GO:1902936,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2000217,GO:2000531,GO:2000877,GO:2000879,GO:2001020,GO:2001141	-	ko:K06666	ko04011,ko04111,map04011,map04111	-	-	-	ko00000,ko00001,ko03021	-	-	-	Tup_N,WD40
YALI0_A14586g	4952.CAG83992	0	1140	KOG4191@1|root,KOG4191@2759|Eukaryota,38FA0@33154|Opisthokonta,3NZVY@4751|Fungi,3QME8@4890|Ascomycota,3RRSA@4891|Saccharomycetes	4891|Saccharomycetes	B	to Saccharomyces cerevisiae NGG1 (YDR176W)	NGG1	GO:0000123,GO:0000124,GO:0003674,GO:0003712,GO:0003713,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005671,GO:0006325,GO:0006355,GO:0006357,GO:0006464,GO:0006473,GO:0006475,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0016043,GO:0016569,GO:0016570,GO:0016573,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019538,GO:0031248,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032991,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043543,GO:0043966,GO:0043967,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045935,GO:0046695,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0070461,GO:0071704,GO:0071840,GO:0080090,GO:0140110,GO:1901564,GO:1902493,GO:1902494,GO:1902562,GO:1902680,GO:1903506,GO:1903508,GO:1905368,GO:1990234,GO:2000112,GO:2001141	-	ko:K11315	ko05165,map05165	-	-	-	ko00000,ko00001,ko03021,ko03036	-	-	-	Ada3
YALI0_A14608g	4952.CAG83993	0	2377	KOG4711@1|root,KOG4711@2759|Eukaryota,39GPN@33154|Opisthokonta,3NZW9@4751|Fungi,3QUEP@4890|Ascomycota,3RW14@4891|Saccharomycetes	4891|Saccharomycetes	S	Aromatic acid exporter family member 2	-	-	-	-	-	-	-	-	-	-	-	-	ArAE_2,ArAE_2_N,FUSC_2
YALI0_A14784g	4952.CAG84001	1.42E-117	336	KOG4097@1|root,KOG4097@2759|Eukaryota,3A1TE@33154|Opisthokonta,3P2TR@4751|Fungi,3QVFC@4890|Ascomycota,3RUHU@4891|Saccharomycetes	4891|Saccharomycetes	CU	Succinate dehydrogenase ubiquinone cytochrome b small subunit	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006605,GO:0006626,GO:0006810,GO:0006839,GO:0006886,GO:0006915,GO:0006950,GO:0006970,GO:0006979,GO:0006996,GO:0007005,GO:0007006,GO:0007007,GO:0008104,GO:0008150,GO:0008219,GO:0009628,GO:0009987,GO:0012501,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0017038,GO:0019866,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034599,GO:0034613,GO:0042221,GO:0042721,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044743,GO:0045039,GO:0045184,GO:0046685,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0055085,GO:0061024,GO:0065002,GO:0070585,GO:0070727,GO:0070887,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0072594,GO:0072655,GO:0072657,GO:0090150,GO:0090151,GO:0098796,GO:0098798,GO:0098800,GO:1990542	-	ko:K00237,ko:K17791	ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016	M00009,M00011,M00148	R02164	RC00045	ko00000,ko00001,ko00002,ko02000,ko03029	3.A.8.1	-	-	CybS
YALI0_A14806g	4952.CAG84002	0	925	COG0612@1|root,KOG0960@2759|Eukaryota,38CT4@33154|Opisthokonta,3NU8R@4751|Fungi,3QKVR@4890|Ascomycota,3RTA0@4891|Saccharomycetes	4891|Saccharomycetes	O	Belongs to the peptidase M16 family	MAS1	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005750,GO:0005759,GO:0006091,GO:0006119,GO:0006122,GO:0006139,GO:0006163,GO:0006508,GO:0006605,GO:0006626,GO:0006627,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006839,GO:0006886,GO:0006996,GO:0007005,GO:0008104,GO:0008150,GO:0008152,GO:0008270,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0010467,GO:0015031,GO:0015833,GO:0015980,GO:0016020,GO:0016043,GO:0016310,GO:0016485,GO:0017087,GO:0017144,GO:0019538,GO:0019637,GO:0019693,GO:0019866,GO:0022900,GO:0022904,GO:0031090,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034641,GO:0034982,GO:0042773,GO:0042775,GO:0042886,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045184,GO:0045275,GO:0045333,GO:0046034,GO:0046483,GO:0046872,GO:0046907,GO:0046914,GO:0051179,GO:0051234,GO:0051604,GO:0051641,GO:0051649,GO:0055086,GO:0055114,GO:0070013,GO:0070069,GO:0070469,GO:0070585,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072521,GO:0072594,GO:0072655,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204	3.4.24.64	ko:K17732	-	-	-	-	ko00000,ko01000,ko01002,ko03029	-	-	-	Peptidase_M16,Peptidase_M16_C
YALI0_A14839g	4952.CAG84004	0	1902	COG0515@1|root,KOG1027@2759|Eukaryota,38FA9@33154|Opisthokonta,3NUNM@4751|Fungi,3QPRE@4890|Ascomycota,3RRG4@4891|Saccharomycetes	4891|Saccharomycetes	T	to Saccharomyces cerevisiae IRE1 (YHR079C)	IRE1	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005789,GO:0005975,GO:0006020,GO:0006066,GO:0006139,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006986,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0010033,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016070,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016788,GO:0019538,GO:0019751,GO:0022607,GO:0023052,GO:0030176,GO:0030968,GO:0031224,GO:0031227,GO:0031505,GO:0031984,GO:0033554,GO:0034620,GO:0034641,GO:0034976,GO:0035966,GO:0035967,GO:0036211,GO:0036290,GO:0042175,GO:0042221,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044262,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0046483,GO:0046777,GO:0046983,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051259,GO:0051260,GO:0051716,GO:0065003,GO:0065007,GO:0070887,GO:0071310,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071852,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0098827,GO:0140096,GO:0140098,GO:1901360,GO:1901564,GO:1901615	2.7.11.1	ko:K08852	ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase,Ribonuc_2-5A
YALI0_A14861g	4952.CAG84005	0	2142	KOG4711@1|root,KOG4711@2759|Eukaryota,39GPN@33154|Opisthokonta,3NZW9@4751|Fungi,3QUEP@4890|Ascomycota,3RW14@4891|Saccharomycetes	4891|Saccharomycetes	S	Aromatic acid exporter family member 2	-	-	-	-	-	-	-	-	-	-	-	-	ArAE_2,ArAE_2_N,FUSC_2
YALI0_A14883g	4952.CAG84006	0	1239	KOG0254@1|root,KOG0254@2759|Eukaryota,38CRV@33154|Opisthokonta,3NUD0@4751|Fungi,3QK1D@4890|Ascomycota,3RT34@4891|Saccharomycetes	4891|Saccharomycetes	U	Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates responsible for uptake of iron bound to	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
YALI0_A15059g	4952.CAG84014	1.07E-171	478	COG0328@1|root,KOG3752@2759|Eukaryota,39U14@33154|Opisthokonta,3NU3Q@4751|Fungi,3QNXS@4890|Ascomycota,3RTRC@4891|Saccharomycetes	4891|Saccharomycetes	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	-	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576	3.1.26.4	ko:K03469	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	Cauli_VI,RNase_H
YALI0_A15081g	4952.CAG84015	1.57E-162	454	COG0110@1|root,KOG4750@2759|Eukaryota,3A409@33154|Opisthokonta,3NVKP@4751|Fungi,3QNM3@4890|Ascomycota,3RUNJ@4891|Saccharomycetes	4891|Saccharomycetes	E	Maltose acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Hexapep,Hexapep_2,Mac
YALI0_A15125g	4952.CAG84017	0	1178	KOG0252@1|root,KOG0252@2759|Eukaryota,38H3A@33154|Opisthokonta,3NTWV@4751|Fungi,3QNHP@4890|Ascomycota,3RTF2@4891|Saccharomycetes	4891|Saccharomycetes	P	to Saccharomyces cerevisiae PHO84 (YML123C)	PHO84	GO:0000041,GO:0000322,GO:0000323,GO:0000324,GO:0003674,GO:0005215,GO:0005315,GO:0005384,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005783,GO:0005886,GO:0005887,GO:0006082,GO:0006793,GO:0006797,GO:0006810,GO:0006811,GO:0006812,GO:0006817,GO:0006820,GO:0006828,GO:0008150,GO:0008152,GO:0008324,GO:0008509,GO:0009987,GO:0012505,GO:0015075,GO:0015077,GO:0015078,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015698,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0031226,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044281,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046873,GO:0046915,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0071421,GO:0071704,GO:0071944,GO:0090342,GO:0090343,GO:0097079,GO:0097080,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1902600,GO:1904726,GO:1904728	-	ko:K08176	-	-	-	-	ko00000,ko02000	2.A.1.9	-	iMM904.YML123C,iND750.YML123C	Sugar_tr
YALI0_A15147g	4952.CAG84018	1.14E-255	700	COG1064@1|root,KOG0023@2759|Eukaryota,390GY@33154|Opisthokonta,3NW0B@4751|Fungi,3QJH7@4890|Ascomycota,3RR34@4891|Saccharomycetes	4891|Saccharomycetes	Q	alcohol dehydrogenase	-	GO:0000947,GO:0000955,GO:0003674,GO:0003824,GO:0004022,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006066,GO:0006067,GO:0006082,GO:0006091,GO:0006113,GO:0006116,GO:0006139,GO:0006520,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009063,GO:0009117,GO:0009987,GO:0015980,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0016999,GO:0017144,GO:0019362,GO:0019637,GO:0019674,GO:0019752,GO:0031974,GO:0034308,GO:0034641,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046165,GO:0046395,GO:0046483,GO:0046496,GO:0051186,GO:0055086,GO:0055114,GO:0070013,GO:0071704,GO:0072524,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901615,GO:1901617	1.1.1.1	ko:K13953	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	-	R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	iMM904.YMR083W,iND750.YMR083W	ADH_N,ADH_zinc_N
YALI0_A15488g	4952.CAG84028	0	1081	COG2124@1|root,KOG0157@2759|Eukaryota,38CHP@33154|Opisthokonta,3Q3T2@4751|Fungi,3RK1T@4890|Ascomycota,3RXJI@4891|Saccharomycetes	4751|Fungi	Q	Belongs to the cytochrome P450 family	-	-	-	-	-	-	-	-	-	-	-	-	p450
YALI0_A15576g	4952.CAG84030	0	1283	KOG0255@1|root,KOG0255@2759|Eukaryota,38D5E@33154|Opisthokonta,3NTW3@4751|Fungi,3QJV4@4890|Ascomycota,3RTH3@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae TPO1 (YLL028W)	-	GO:0000296,GO:0000297,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005886,GO:0005933,GO:0006810,GO:0006811,GO:0006812,GO:0006855,GO:0008150,GO:0008324,GO:0008519,GO:0009405,GO:0009987,GO:0015075,GO:0015101,GO:0015203,GO:0015238,GO:0015606,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0015848,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031090,GO:0031224,GO:0033101,GO:0034220,GO:0042221,GO:0042493,GO:0042710,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044010,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044764,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0098588,GO:0098655,GO:0098805,GO:0098852,GO:1902047,GO:1903710,GO:1903711	-	ko:K08157	-	-	-	-	ko00000,ko02000	2.A.1.2.16	-	-	MFS_1
