#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome VIII","NC_001140.6",184875,186809,"-",856434,"MSC7","YHR039C","NP_011904.1",644,"meiotic recombination directing protein"
"chromosome VIII","NC_001140.6",187173,187679,"-",856435,"VMA10","YHR039C-A","NP_011905.1",114,"H(+)-transporting V1 sector ATPase subunit G"
"chromosome VIII","NC_001140.6",187924,189024,"+",856436,"BCD1","YHR040W","NP_011906.1",366,"Bcd1p"
"chromosome VIII","NC_001140.6",189131,189864,"-",856437,"SRB2","YHR041C","NP_011907.1",210,"Srb2p"
"chromosome VIII","NC_001140.6",190543,192618,"+",856438,"NCP1","YHR042W","NP_011908.1",691,"NADPH--hemoprotein reductase"
"chromosome VIII","NC_001140.6",192805,193545,"-",856439,"DOG2","YHR043C","NP_011909.1",246,"2-deoxyglucose-6-phosphatase"
"chromosome VIII","NC_001140.6",194068,194808,"-",856440,"DOG1","YHR044C","NP_011910.1",246,"2-deoxyglucose-6-phosphatase"
"chromosome VIII","NC_001140.6",195551,197233,"+",856441,,"YHR045W","NP_011911.1",560,"uncharacterized protein YHR045W"
"chromosome VIII","NC_001140.6",197398,198285,"-",856442,"INM1","YHR046C","NP_011912.1",295,"inositol monophosphate 1-phosphatase INM1"
"chromosome VIII","NC_001140.6",198740,201310,"-",856443,"AAP1","YHR047C","NP_011913.1",856,"arginine/alanine aminopeptidase"
"chromosome VIII","NC_001140.6",204607,206151,"+",856444,"YHK8","YHR048W","NP_011914.1",514,"Yhk8p"
"chromosome VIII","NC_001140.6",206462,207193,"+",856445,"FSH1","YHR049W","NP_011915.1",243,"putative serine hydrolase"
"chromosome VIII","NC_001140.6",207654,209303,"+",856447,"SMF2","YHR050W","NP_011917.1",549,"divalent metal ion transporter SMF2"
"chromosome VIII","NC_001140.6",209475,209645,"+",1466528,,"YHR050W-A","NP_878088.1",56,"uncharacterized protein YHR050W-A"
"chromosome VIII","NC_001140.6",209705,210151,"+",856448,"COX6","YHR051W","NP_011918.1",148,"cytochrome c oxidase subunit VI"
"chromosome VIII","NC_001140.6",210848,211978,"+",856449,"CIC1","YHR052W","NP_011919.1",376,"Cic1p"
"chromosome VIII","NC_001140.6",212519,212692,"-",65052908,,"YHR052C-B","NP_001381960.1",57,"uncharacterized protein YHR052C-B"
"chromosome VIII","NC_001140.6",212535,212720,"-",856450,"CUP1-1","YHR053C","NP_011922.1",61,"metallothionein CUP1"
"chromosome VIII","NC_001140.6",213185,214249,"-",856451,,"YHR054C","NP_011921.1",354,"uncharacterized protein YHR054C"
"chromosome VIII","NC_001140.6",214517,214690,"-",65052909,,"YHR054C-B","NP_001381961.1",57,"uncharacterized protein YHR054C-B"
"chromosome VIII","NC_001140.6",214533,214718,"-",856452,"CUP1-2","YHR055C","NP_011920.1",61,"metallothionein CUP1"
"chromosome VIII","NC_001140.6",215183,217834,"-",856453,"RSC30","YHR056C","NP_011923.2",883,"Rsc30p"
"chromosome VIII","NC_001140.6",218226,218843,"-",856454,"CPR2","YHR057C","NP_011924.1",205,"peptidylprolyl isomerase CPR2"
"chromosome VIII","NC_001140.6",218997,219884,"-",856455,"MED6","YHR058C","NP_011925.1",295,"mediator complex subunit MED6"
"chromosome VIII","NC_001140.6",220108,220500,"+",856456,"FYV4","YHR059W","NP_011926.1",130,"Fyv4p"
"chromosome VIII","NC_001140.6",220725,221270,"+",856457,"VMA22","YHR060W","NP_011927.1",181,"Vma22p"
"chromosome VIII","NC_001140.6",221534,222478,"-",856458,"GIC1","YHR061C","NP_011928.1",314,"Gic1p"
"chromosome VIII","NC_001140.6",222877,223758,"-",856459,"RPP1","YHR062C","NP_011929.1",293,"RNA-binding RNA processing protein RPP1"
"chromosome VIII","NC_001140.6",224030,225169,"-",856460,"PAN5","YHR063C","NP_011930.1",379,"2-dehydropantoate 2-reductase PAN5"
"chromosome VIII","NC_001140.6",225525,227141,"-",856461,"SSZ1","YHR064C","NP_011931.2",538,"Ssz1p"
"chromosome VIII","NC_001140.6",227532,229037,"-",856462,"RRP3","YHR065C","NP_011932.2",501,"RNA-dependent ATPase RRP3"
"chromosome VIII","NC_001140.6",229335,230696,"+",856463,"SSF1","YHR066W","NP_011933.1",453,"rRNA-binding ribosome biosynthesis protein"
"chromosome VIII","NC_001140.6",230970,231812,"+",856464,"HTD2","YHR067W","NP_011934.1",280,"hydroxyacyl-thioester dehydratase HTD2"
"chromosome VIII","NC_001140.6",232133,233296,"+",856465,"DYS1","YHR068W","NP_011935.1",387,"deoxyhypusine synthase"
"chromosome VIII","NC_001140.6",233579,234658,"-",856466,"RRP4","YHR069C","NP_011936.1",359,"exosome non-catalytic core subunit RRP4"
"chromosome VIII","NC_001140.6",234881,236380,"+",856467,"TRM5","YHR070W","NP_011937.1",499,"tRNA (guanine) methyltransferase"
"chromosome VIII","NC_001140.6",237004,237693,"+",856468,"PCL5","YHR071W","NP_011938.1",229,"Pcl5p"
"chromosome VIII","NC_001140.6",239098,241293,"+",856470,"ERG7","YHR072W","NP_011939.2",731,"lanosterol synthase ERG7"
"chromosome VIII","NC_001140.6",241664,241840,"+",856471,"NOP10","YHR072W-A","NP_058135.1",58,"snoRNP complex protein NOP10"
"chromosome VIII","NC_001140.6",242582,245572,"+",856472,"OSH3","YHR073W","NP_011940.1",996,"oxysterol-binding protein related protein OSH3"
"chromosome VIII","NC_001140.6",246193,248337,"+",856473,"QNS1","YHR074W","NP_011941.1",714,"glutamine-dependent NAD(+) synthetase"
"chromosome VIII","NC_001140.6",248439,249641,"-",856474,"PPE1","YHR075C","NP_011942.1",400,"carboxylesterase-mitochondrial 37S ribosomal protein YmS2"
"chromosome VIII","NC_001140.6",251101,252225,"+",856475,"PTC7","YHR076W","NP_011943.2",343,"type 2C protein phosphatase PTC7"
"chromosome VIII","NC_001140.6",252374,255756,"-",856476,"NMD2","YHR077C","NP_011944.2",1089,"Nmd2p"
"chromosome VIII","NC_001140.6",256360,258018,"+",856477,,"YHR078W","NP_011945.1",552,"uncharacterized protein YHR078W"
"chromosome VIII","NC_001140.6",258244,261591,"-",856478,"IRE1","YHR079C","NP_011946.1",1115,"bifunctional endoribonuclease/protein kinase IRE1"
"chromosome VIII","NC_001140.6",262192,262553,"-",856479,"SAE3","YHR079C-A","NP_011947.2",91,"Sae3p"
"chromosome VIII","NC_001140.6",262801,266838,"-",856480,"LAM4","YHR080C","NP_011948.1",1345,"Lam4p"
"chromosome VIII","NC_001140.6",267538,268092,"+",856481,"LRP1","YHR081W","NP_011949.1",184,"Lrp1p"
"chromosome VIII","NC_001140.6",268459,271548,"-",856482,"KSP1","YHR082C","NP_011950.1",1029,"putative serine/threonine protein kinase KSP1"
"chromosome VIII","NC_001140.6",272627,273616,"+",856483,"SAM35","YHR083W","NP_011951.1",329,"SAM complex subunit SAM35"
"chromosome VIII","NC_001140.6",274174,276240,"+",856484,"STE12","YHR084W","NP_011952.1",688,"homeodomain family transcription factor STE12"
"chromosome VIII","NC_001140.6",276764,277768,"+",856485,"IPI1","YHR085W","NP_011953.1",334,"Ipi1p"
"chromosome VIII","NC_001140.6",278153,279724,"+",856486,"NAM8","YHR086W","NP_011954.1",523,"Nam8p"
"chromosome VIII","NC_001140.6",280231,280392,"+",1466529,,"YHR086W-A","NP_878089.1",53,"uncharacterized protein YHR086W-A"
"chromosome VIII","NC_001140.6",280820,281155,"+",856487,"RTC3","YHR087W","NP_011955.1",111,"Rtc3p"
"chromosome VIII","NC_001140.6",281495,282382,"+",856488,"RPF1","YHR088W","NP_011956.1",295,"rRNA-binding ribosome biosynthesis protein RPF1"
"chromosome VIII","NC_001140.6",282681,283298,"-",856489,"GAR1","YHR089C","NP_011957.1",205,"H/ACA snoRNP pseudouridylase subunit GAR1"
"chromosome VIII","NC_001140.6",283777,284625,"-",856490,"YNG2","YHR090C","NP_011958.1",282,"histone acetyltransferase YNG2"
"chromosome VIII","NC_001140.6",284839,286770,"-",856491,"MSR1","YHR091C","NP_011959.1",643,"arginine--tRNA ligase MSR1"
"chromosome VIII","NC_001140.6",287081,288811,"-",856492,"HXT4","YHR092C","NP_011960.2",576,"hexose transporter HXT4"
"chromosome VIII","NC_001140.6",289142,289690,"+",856493,"AHT1","YHR093W","NP_001335739.1",182,"Aht1p"
"chromosome VIII","NC_001140.6",290913,292625,"-",856494,"HXT1","YHR094C","NP_011962.1",570,"hexose transporter HXT1"
"chromosome VIII","NC_001140.6",294669,296447,"-",856496,"HXT5","YHR096C","NP_011964.1",592,"hexose transporter HXT5"
"chromosome VIII","NC_001140.6",297385,298609,"-",856497,"PAL2","YHR097C","NP_011965.1",366,"Pal2p"
"chromosome VIII","NC_001140.6",299145,301934,"-",856498,"SFB3","YHR098C","NP_011966.1",929,"Sfb3p"
"chromosome VIII","NC_001140.6",302761,313995,"+",856499,"TRA1","YHR099W","NP_011967.1",3744,"histone acetyltransferase TRA1"
"chromosome VIII","NC_001140.6",314116,314673,"-",856500,"GEP4","YHR100C","NP_011968.1",185,"phosphatidylglycerophosphatase"
"chromosome VIII","NC_001140.6",314874,315968,"-",856501,"BIG1","YHR101C","NP_011969.1",335,"Big1p"
"chromosome VIII","NC_001140.6",316572,319814,"+",856502,"KIC1","YHR102W","NP_011970.1",1080,"putative serine/threonine protein kinase KIC1"
"chromosome VIII","NC_001140.6",320414,322972,"+",856503,"SBE22","YHR103W","NP_011971.1",852,"Sbe22p"
"chromosome VIII","NC_001140.6",323409,324392,"+",856504,"GRE3","YHR104W","NP_011972.1",327,"trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+))"
"chromosome VIII","NC_001140.6",324766,325410,"+",856505,"YPT35","YHR105W","NP_011973.1",214,"Ypt35p"
"chromosome VIII","NC_001140.6",325598,326626,"+",856506,"TRR2","YHR106W","NP_011974.1",342,"thioredoxin-disulfide reductase TRR2"
"chromosome VIII","NC_001140.6",326813,328036,"-",856507,"CDC12","YHR107C","NP_011975.1",407,"septin CDC12"
"chromosome VIII","NC_001140.6",328303,330060,"+",856508,"GGA2","YHR108W","NP_011976.1",585,"phosphatidylinositol 4-phosphate-binding protein"
"chromosome VIII","NC_001140.6",330310,332067,"+",856509,"CTM1","YHR109W","NP_011977.1",585,"cytochrome c lysine N-methyltransferase"
"chromosome VIII","NC_001140.6",332282,332920,"+",856510,"ERP5","YHR110W","NP_011978.1",212,"Erp5p"
"chromosome VIII","NC_001140.6",333072,334394,"+",856511,"UBA4","YHR111W","NP_011979.1",440,"Uba4p"
"chromosome VIII","NC_001140.6",334527,335663,"-",856512,,"YHR112C","NP_011980.1",378,"putative cystathionine beta-lyase"
"chromosome VIII","NC_001140.6",336337,337809,"+",856513,"APE4","YHR113W","NP_011981.1",490,"aspartyl aminopeptidase"
"chromosome VIII","NC_001140.6",338083,339984,"+",856514,"BZZ1","YHR114W","NP_011982.1",633,"Bzz1p"
"chromosome VIII","NC_001140.6",340109,341359,"-",856515,"DMA1","YHR115C","NP_011983.1",416,"ubiquitin-conjugating protein DMA1"
"chromosome VIII","NC_001140.6",341665,342120,"+",856516,"COX23","YHR116W","NP_011984.1",151,"Cox23p"
"chromosome VIII","NC_001140.6",342349,344268,"+",856517,"TOM71","YHR117W","NP_011985.1",639,"protein channel TOM71"
"chromosome VIII","NC_001140.6",344321,345628,"-",856518,"ORC6","YHR118C","NP_011986.1",435,"origin recognition complex subunit 6"
"chromosome VIII","NC_001140.6",346043,349285,"+",856519,"SET1","YHR119W","NP_011987.1",1080,"histone methyltransferase SET1"
"chromosome VIII","NC_001140.6",349574,352453,"+",856520,"MSH1","YHR120W","NP_011988.1",959,"mismatch repair ATPase MSH1"
"chromosome VIII","NC_001140.6",352756,353319,"+",856521,"LSM12","YHR121W","NP_011989.1",187,"Lsm12p"
"chromosome VIII","NC_001140.6",353625,354320,"+",856522,"CIA2","YHR122W","NP_011990.1",231,"iron-sulfur cluster assembly protein CIA2"
"chromosome VIII","NC_001140.6",354815,356081,"+",856523,"EPT1","YHR123W","NP_011991.1",391,"bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase"
"chromosome VIII","NC_001140.6",356561,358444,"+",856524,"NDT80","YHR124W","NP_011992.1",627,"transcription factor NDT80"
"chromosome VIII","NC_001140.6",358858,359163,"+",856526,,"YHR125W","NP_001335740.1",101,"uncharacterized protein YHR125W"
"chromosome VIII","NC_001140.6",359702,360181,"-",856527,"ANS1","YHR126C","NP_011994.1",159,"Ans1p"
"chromosome VIII","NC_001140.6",360913,361644,"+",856528,,"YHR127W","NP_011995.1",243,"uncharacterized protein YHR127W"
"chromosome VIII","NC_001140.6",362115,362765,"+",856529,"FUR1","YHR128W","NP_011996.2",216,"uracil phosphoribosyltransferase"
"chromosome VIII","NC_001140.6",362999,364153,"-",856530,"ARP1","YHR129C","NP_011997.1",384,"actin-related protein 1"
"chromosome VIII","NC_001140.6",364965,365300,"-",856531,,"YHR130C","NP_001335741.1",111,"uncharacterized protein YHR130C"
"chromosome VIII","NC_001140.6",365340,367892,"-",856532,,"YHR131C","NP_011999.2",850,"uncharacterized protein YHR131C"
"chromosome VIII","NC_001140.6",368502,369794,"-",856533,"ECM14","YHR132C","NP_012000.1",430,"putative metallocarboxypeptidase"
"chromosome VIII","NC_001140.6",370054,370449,"+",856534,"IGO2","YHR132W-A","NP_036194.1",131,"phosphatase regulator"
"chromosome VIII","NC_001140.6",370722,371597,"-",856535,"NSG1","YHR133C","NP_012001.1",291,"Nsg1p"
"chromosome VIII","NC_001140.6",371749,372558,"+",856536,"WSS1","YHR134W","NP_012002.1",269,"metalloendopeptidase WSS1"
"chromosome VIII","NC_001140.6",372694,374310,"-",856537,"YCK1","YHR135C","NP_012003.1",538,"serine/threonine protein kinase YCK1"
"chromosome VIII","NC_001140.6",374654,375100,"-",856538,"SPL2","YHR136C","NP_012004.1",148,"Spl2p"
"chromosome VIII","NC_001140.6",375709,377250,"+",856539,"ARO9","YHR137W","NP_012005.1",513,"aromatic-amino-acid:2-oxoglutarate transaminase"
"chromosome VIII","NC_001140.6",377355,377699,"-",856540,,"YHR138C","NP_012006.1",114,"uncharacterized protein YHR138C"
"chromosome VIII","NC_001140.6",378219,379199,"-",856541,"SPS100","YHR139C","NP_012007.1",326,"Sps100p"
"chromosome VIII","NC_001140.6",380108,380419,"-",856542,,"YHR139C-A","NP_001335742.1",103,"uncharacterized protein YHR139C-A"
"chromosome VIII","NC_001140.6",380572,381291,"+",856543,,"YHR140W","NP_012009.1",239,"uncharacterized protein YHR140W"
"chromosome VIII","NC_001140.6",381990,382751,"-",856544,"RPL42B","YHR141C","NP_012010.1",106,"ribosomal 60S subunit protein L42B"
"chromosome VIII","NC_001140.6",383538,384488,"+",856545,"CHS7","YHR142W","NP_012011.1",316,"Chs7p"
"chromosome VIII","NC_001140.6",385510,386487,"+",856546,"DSE2","YHR143W","NP_012012.1",325,"Dse2p"
"chromosome VIII","NC_001140.6",387233,387445,"+",856547,"RPC10","YHR143W-A","NP_012013.1",70,"DNA-directed RNA polymerase core subunit RPC10"
"chromosome VIII","NC_001140.6",387788,388726,"-",856548,"DCD1","YHR144C","NP_012014.1",312,"deoxycytidine monophosphate deaminase"
"chromosome VIII","NC_001140.6",390300,391697,"+",856551,"CRP1","YHR146W","NP_012016.1",465,"Crp1p"
"chromosome VIII","NC_001140.6",392639,393283,"-",856552,"MRPL6","YHR147C","NP_012017.1",214,"mitochondrial 54S ribosomal protein YmL16"
"chromosome VIII","NC_001140.6",393534,394085,"+",856553,"IMP3","YHR148W","NP_012018.1",183,"snoRNA-binding rRNA-processing protein IMP3"
"chromosome VIII","NC_001140.6",394455,396659,"-",856554,"SKG6","YHR149C","NP_012019.1",734,"Skg6p"
"chromosome VIII","NC_001140.6",397251,398990,"+",856555,"PEX28","YHR150W","NP_012020.1",579,"Pex28p"
"chromosome VIII","NC_001140.6",399268,400848,"-",856556,"MTC6","YHR151C","NP_012021.1",526,"Mtc6p"
"chromosome VIII","NC_001140.6",401434,401955,"+",856557,"SPO12","YHR152W","NP_012022.1",173,"Spo12p"
"chromosome VIII","NC_001140.6",402086,402682,"-",856558,"SPO16","YHR153C","NP_012023.1",198,"Spo16p"
"chromosome VIII","NC_001140.6",402966,406178,"+",856559,"RTT107","YHR154W","NP_012024.1",1070,"Rtt107p"
"chromosome VIII","NC_001140.6",407103,410789,"+",856560,"LAM1","YHR155W","NP_012025.1",1228,"Lam1p"
"chromosome VIII","NC_001140.6",411384,412406,"-",856561,"LIN1","YHR156C","NP_012026.1",340,"U5 snRNP complex subunit LIN1"
"chromosome VIII","NC_001140.6",412907,413455,"+",856562,"REC104","YHR157W","NP_012027.1",182,"Rec104p"
"chromosome VIII","NC_001140.6",413685,417179,"-",856563,"KEL1","YHR158C","NP_012028.1",1164,"Kel1p"
"chromosome VIII","NC_001140.6",417549,419063,"+",856564,"TDA11","YHR159W","NP_012029.1",504,"Tda11p"
"chromosome VIII","NC_001140.6",419221,420072,"-",856565,"PEX18","YHR160C","NP_012030.1",283,"Pex18p"
"chromosome VIII","NC_001140.6",420373,422286,"-",856566,"YAP1801","YHR161C","NP_012031.1",637,"Yap1801p"
"chromosome VIII","NC_001140.6",423072,423461,"+",856567,"MPC2","YHR162W","NP_012032.1",129,"mitochondrial pyruvate carrier"
"chromosome VIII","NC_001140.6",423724,424473,"+",856568,"SOL3","YHR163W","NP_012033.2",249,"6-phosphogluconolactonase SOL3"
"chromosome VIII","NC_001140.6",424610,429178,"-",856569,"DNA2","YHR164C","NP_012034.1",1522,"bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2"
"chromosome VIII","NC_001140.6",429707,436948,"-",856570,"PRP8","YHR165C","NP_012035.1",2413,"U4/U6-U5 snRNP complex subunit PRP8"
"chromosome VIII","NC_001140.6",437170,439050,"-",856571,"CDC23","YHR166C","NP_012036.1",626,"anaphase promoting complex subunit CDC23"
"chromosome VIII","NC_001140.6",439342,440127,"+",856572,"THP2","YHR167W","NP_012037.1",261,"Thp2p"
"chromosome VIII","NC_001140.6",440377,441933,"+",856573,"MTG2","YHR168W","NP_012038.2",518,"putative GTPase MTG2"
"chromosome VIII","NC_001140.6",442181,443476,"+",856574,"DBP8","YHR169W","NP_012039.1",431,"ATP-dependent RNA helicase DBP8"
"chromosome VIII","NC_001140.6",443828,445384,"+",856575,"NMD3","YHR170W","NP_012040.1",518,"ribosome-binding protein NMD3"
"chromosome VIII","NC_001140.6",445713,447605,"+",856576,"ATG7","YHR171W","NP_012041.1",630,"Atg7p"
"chromosome VIII","NC_001140.6",448335,450806,"+",856577,"SPC97","YHR172W","NP_012042.1",823,"Spc97p"
"chromosome VIII","NC_001140.6",450815,451153,"-",856578,,"YHR173C","NP_001257667.1",112,"uncharacterized protein YHR173C"
"chromosome VIII","NC_001140.6",451327,452640,"+",856579,"ENO2","YHR174W","NP_012044.1",437,"phosphopyruvate hydratase ENO2"
"chromosome VIII","NC_001140.6",452872,453441,"+",856580,"CTR2","YHR175W","NP_012045.3",189,"low-affinity Cu transporter"
"chromosome VIII","NC_001140.6",453558,453707,"+",1466530,,"YHR175W-A","NP_878090.1",49,"uncharacterized protein YHR175W-A"
"chromosome VIII","NC_001140.6",454229,455527,"+",856581,"FMO1","YHR176W","NP_012046.4",432,"N,N-dimethylaniline monooxygenase"
"chromosome VIII","NC_001140.6",456591,457952,"+",856582,"ROF1","YHR177W","NP_012047.1",453,"Rof1p"
"chromosome VIII","NC_001140.6",459299,461530,"+",856583,"STB5","YHR178W","NP_012048.3",743,"Stb5p"
"chromosome VIII","NC_001140.6",462502,463704,"+",856584,"OYE2","YHR179W","NP_012049.1",400,"NADPH dehydrogenase"
"chromosome VIII","NC_001140.6",465178,465669,"+",856585,,"YHR180W","NP_001335743.1",163,"uncharacterized protein YHR180W"
"chromosome VIII","NC_001140.6",467228,467914,"+",856587,"SVP26","YHR181W","NP_012051.3",228,"Svp26p"
"chromosome VIII","NC_001140.6",468219,470576,"+",856588,"RGD3","YHR182W","NP_012052.1",785,"Rgd3p"
"chromosome VIII","NC_001140.6",470960,472429,"+",856589,"GND1","YHR183W","NP_012053.3",489,"phosphogluconate dehydrogenase (decarboxylating) GND1"
"chromosome VIII","NC_001140.6",472744,474459,"+",856590,"SSP1","YHR184W","NP_012054.1",571,"Ssp1p"
"chromosome VIII","NC_001140.6",474627,475340,"-",856591,"PFS1","YHR185C","NP_012055.3",237,"Pfs1p"
"chromosome VIII","NC_001140.6",475999,480672,"-",856593,"KOG1","YHR186C","NP_012056.1",1557,"ubiquitin-binding TORC1 subunit KOG1"
"chromosome VIII","NC_001140.6",480990,481919,"+",856594,"IKI1","YHR187W","NP_012057.3",309,"Elongator subunit IKI1"
"chromosome VIII","NC_001140.6",482005,483837,"-",856595,"GPI16","YHR188C","NP_012058.1",610,"GPI-anchor transamidase subunit GPI16"
"chromosome VIII","NC_001140.6",484028,484600,"+",856596,"PTH1","YHR189W","NP_012059.3",190,"aminoacyl-tRNA hydrolase"
"chromosome VIII","NC_001140.6",484845,486179,"+",856597,"ERG9","YHR190W","NP_012060.1",444,"bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase"
"chromosome IX","NC_001141.2",413015,414679,"-",854849,"DAL7","YIR031C","NP_012297.3",554,"malate synthase DAL7"
"chromosome IX","NC_001141.2",415030,415617,"-",854850,"DAL3","YIR032C","NP_012298.1",195,"ureidoglycolate hydrolase"
"chromosome IX","NC_001141.2",416124,419465,"+",854851,"MGA2","YIR033W","NP_012299.1",1113,"Mga2p"
"chromosome IX","NC_001141.2",419615,420736,"-",854852,"LYS1","YIR034C","NP_012300.3",373,"saccharopine dehydrogenase (NAD+, L-lysine-forming)"
"chromosome IX","NC_001141.2",421026,421790,"-",854853,"NRE1","YIR035C","NP_012301.3",254,"sepiapterin reductase family protein"
"chromosome IX","NC_001141.2",422074,422865,"-",854854,"IRC24","YIR036C","NP_012302.3",263,"sepiapterin reductase family protein IRC24"
"chromosome IX","NC_001141.2",423128,423619,"+",854855,"HYR1","YIR037W","NP_012303.1",163,"peroxiredoxin HYR1"
"chromosome IX","NC_001141.2",423809,424513,"-",854856,"GTT1","YIR038C","NP_012304.1",234,"bifunctional glutathione transferase/peroxidase"
"chromosome IX","NC_001141.2",430498,432111,"-",854857,"YPS6","YIR039C","NP_012305.3",537,"aspartyl protease"
"chromosome IX","NC_001141.2",433929,434303,"+",854859,"PAU15","YIR041W","NP_012307.1",124,"seripauperin PAU15"
"chromosome IX","NC_001141.2",435273,435983,"-",854860,,"YIR042C","NP_012308.1",236,"uncharacterized protein YIR042C"
"chromosome XVI","NC_001148.4",280,6007,"-",855846,"YRF1-7","YPL283C","NP_015040.1",1859,"Y\\' element ATP-dependent helicase protein 1 copy 7"
"chromosome XVI","NC_001148.4",7933,8427,"-",855847,"PAU22","YPL282C","NP_015041.1",164,"seripauperin PAU22"
"chromosome XVI","NC_001148.4",9557,10870,"-",855848,"ERR2","YPL281C","NP_015042.1",437,"phosphopyruvate hydratase ERR2"
"chromosome XVI","NC_001148.4",11887,12600,"+",855849,"HSP32","YPL280W","NP_015043.1",237,"glutathione-independent methylglyoxalase family protein"
"chromosome XVI","NC_001148.4",13228,14355,"-",855850,"FEX2","YPL279C","NP_015044.1",375,"fluoride transporter"
"chromosome XVI","NC_001148.4",15053,15355,"-",855851,,"YPL278C","NP_015045.1",100,"uncharacterized protein YPL278C"
"chromosome XVI","NC_001148.4",15405,16868,"-",855852,,"YPL277C","NP_015046.1",487,"uncharacterized protein YPL277C"
"chromosome XVI","NC_001148.4",22938,24701,"+",855854,"SAM3","YPL274W","NP_015049.1",587,"bifunctional polyamine/amino acid permease SAM3"
"chromosome XVI","NC_001148.4",25087,26064,"+",855855,"SAM4","YPL273W","NP_015050.1",325,"S-adenosylmethionine-homocysteine S-methyltransferase SAM4"
"chromosome XVI","NC_001148.4",26611,28164,"-",855856,"PBI1","YPL272C","NP_015051.1",517,"Pbi1p"
"chromosome XVI","NC_001148.4",30079,30267,"+",855857,"ATP15","YPL271W","NP_015052.1",62,"F1F0 ATP synthase subunit epsilon"
"chromosome XVI","NC_001148.4",30482,32803,"+",855858,"MDL2","YPL270W","NP_015053.2",773,"ATP-binding cassette permease MDL2"
"chromosome XVI","NC_001148.4",33013,34947,"+",855859,"KAR9","YPL269W","NP_015054.1",644,"Kar9p"
"chromosome IV","NC_001136.10",1490596,1490835,"+",852138,"SNA2","YDR525W-A","NP_010814.1",79,"Sna2p"
"chromosome IV","NC_001136.10",1491094,1492413,"+",852139,"RBA50","YDR527W","NP_010816.4",439,"Rba50p"
"chromosome IV","NC_001136.10",1494586,1495857,"+",852141,"HLR1","YDR528W","NP_010817.3",423,"Hlr1p"
"chromosome IV","NC_001136.10",1496165,1496548,"-",852142,"QCR7","YDR529C","NP_010818.1",127,"ubiquinol--cytochrome-c reductase subunit 7"
"chromosome IV","NC_001136.10",1496791,1497768,"-",852143,"APA2","YDR530C","NP_010819.1",325,"bifunctional AP-4-A phosphorylase/ADP sulfurylase"
"chromosome IV","NC_001136.10",1498232,1499335,"+",852144,"CAB1","YDR531W","NP_010820.3",367,"pantothenate kinase"
"chromosome IV","NC_001136.10",1499396,1500553,"-",852145,"KRE28","YDR532C","NP_010821.3",385,"Kre28p"
"chromosome IV","NC_001136.10",1501447,1502160,"-",852146,"HSP31","YDR533C","NP_010822.1",237,"glutathione-independent methylglyoxalase"
"chromosome IV","NC_001136.10",1503314,1504900,"-",852147,"FIT1","YDR534C","NP_010823.1",528,"Fit1p"
"chromosome IV","NC_001136.10",1508005,1509714,"+",852149,"STL1","YDR536W","NP_010825.3",569,"glucose-inactivated glycerol proton symporter STL1"
"chromosome IV","NC_001136.10",1510902,1511630,"+",852150,"PAD1","YDR538W","NP_010827.3",242,"phenylacrylic acid decarboxylase PAD1"
"chromosome IV","NC_001136.10",1512094,1513605,"+",852152,"FDC1","YDR539W","NP_010828.1",503,"putative phenylacrylic acid decarboxylase FDC1"
"chromosome IV","NC_001136.10",1517136,1517675,"-",852153,"IRC4","YDR540C","NP_010829.1",179,"Irc4p"
"chromosome IV","NC_001136.10",1519664,1520698,"-",852154,,"YDR541C","NP_010830.4",344,"carbonyl reductase (NADPH-dependent)"
"chromosome IV","NC_001136.10",1523249,1523611,"+",852155,"PAU10","YDR542W","NP_010831.3",120,"seripauperin PAU10"
"chromosome IV","NC_001136.10",1526321,1531711,"+",852158,"YRF1-1","YDR545W","NP_010834.1",1796,"Y\\' element ATP-dependent helicase protein 1 copy 1"
"chromosome VIII","NC_001140.6",486230,486631,"-",856598,"CTF8","YHR191C","NP_012061.3",133,"Ctf8p"
"chromosome VIII","NC_001140.6",486826,487662,"+",856599,"LNP1","YHR192W","NP_012062.1",278,"Lnp1p"
"chromosome VIII","NC_001140.6",487712,488236,"-",856600,"EGD2","YHR193C","NP_012063.3",174,"Egd2p"
"chromosome VIII","NC_001140.6",488657,490396,"+",856601,"MDM31","YHR194W","NP_012064.1",579,"Mdm31p"
"chromosome VIII","NC_001140.6",490747,491712,"+",856602,"NVJ1","YHR195W","NP_012065.3",321,"Nvj1p"
"chromosome VIII","NC_001140.6",491931,493658,"+",856603,"UTP9","YHR196W","NP_012066.1",575,"Utp9p"
"chromosome VIII","NC_001140.6",493896,496187,"+",856604,"RIX1","YHR197W","NP_012067.4",763,"Rix1p"
"chromosome VIII","NC_001140.6",496315,497280,"-",856605,"AIM18","YHR198C","NP_012068.1",321,"Aim18p"
"chromosome VIII","NC_001140.6",497490,498422,"-",856606,"AIM46","YHR199C","NP_012069.3",310,"Aim46p"
"chromosome VIII","NC_001140.6",498571,498859,"-",2746858,"NBL1","YHR199C-A","NP_976247.1",73,"Nbl1p"
