,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
3624,NP_014732.1,YOR089C,XP_502517.1,YALI0_D07128g,NP_014732.1,XP_502517.1,Rab family GTPase VPS21,YALI0D07128p,0.9809523809523808
3625,NP_014733.1,YOR090C,XP_502513.1,YALI0_D07040g,NP_014733.1,XP_502513.1,type 2C protein phosphatase PTC5,YALI0D07040p,0.777972027972028
3626,NP_014734.2,YOR091W,XP_502512.1,YALI0_D07018g,NP_014734.2,XP_502512.1,Tma46p,YALI0D07018p,0.9536231884057972
3627,NP_014735.1,YOR092W,XP_502331.1,YALI0_D02585g,NP_014735.1,XP_502331.1,putative ATPase ECM3,YALI0D02585p,0.2936378466557912
3628,NP_014736.1,YOR093C,XP_502441.2,YALI0_D05357g,NP_014736.1,XP_502441.2,Cmr2p,YALI0D05357p,1.0236650485436891
3629,NP_014737.1,YOR094W,XP_501834.2,YALI0_C14586g,NP_014737.1,XP_501834.2,Arf family GTPase ARF3,YALI0C14586p,0.9672131147540984
3630,NP_014738.1,YOR095C,XP_500588.1,YALI0_B06941g,NP_014738.1,XP_500588.1,ribose-5-phosphate isomerase RKI1,YALI0B06941p,0.9534883720930232
3631,NP_014739.1,YOR096W,XP_499956.1,YALI0_A10725g,NP_014739.1,XP_499956.1,ribosomal 40S subunit protein S7A,40S ribosomal protein S7,0.9842105263157894
3632,NP_014741.1,YOR098C,XP_502878.1,YALI0_D15840g,NP_014741.1,XP_502878.1,FG-nucleoporin NUP1,YALI0D15840p,0.5455390334572491
3633,NP_014742.1,YOR099W,XP_499811.1,YALI0_A06589g,NP_014742.1,XP_499811.1,"alpha-1,2-mannosyltransferase KTR1",YALI0A06589p,0.8193384223918575
3634,NP_014743.1,YOR100C,XP_501359.1,YALI0_C02431g,NP_014743.1,XP_501359.1,carnitine:acyl carnitine antiporter,YALI0C02431p,0.944954128440367
3635,NP_014744.1,YOR101W,XP_503705.2,YALI0_E08756g,NP_014744.1,XP_503705.2,Ras family GTPase RAS1,YALI0E08756p,0.5307443365695793
3636,NP_014746.2,YOR103C,XP_503704.1,YALI0_E08646g,NP_014746.2,XP_503704.1,dolichyl-diphosphooligosaccharide-protein glycotransferase,YALI0E08646p,0.7384615384615385
3637,NP_014747.1,YOR104W,XP_503643.1,YALI0_E06809g,NP_014747.1,XP_503643.1,Pin2p,YALI0E06809p,0.6347517730496454
3638,NP_014749.1,YOR106W,XP_501920.1,YALI0_C16819g,NP_014749.1,XP_501920.1,SNAP receptor VAM3,YALI0C16819p,0.3392226148409894
3639,NP_014750.3,YOR107W,XP_506012.1,YALI0_F29249g,NP_014750.3,XP_506012.1,GTPase-activating protein RGS2,YALI0F29249p,0.4271844660194174
3640,NP_014751.1,YOR108W,XP_500606.1,YALI0_B07447g,NP_014751.1,XP_500606.1,2-isopropylmalate synthase LEU9,YALI0B07447p,0.9470198675496688
3641,NP_014752.3,YOR109W,XP_502484.1,YALI0_D06413g,NP_014752.3,XP_502484.1,phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP53,YALI0D06413p,0.8663053297199639
3642,NP_014753.1,YOR110W,XP_505748.2,YALI0_F22421g,NP_014753.1,XP_505748.2,transcription factor TFIIIC subunit TFC7,YALI0F22421p,0.8137931034482758
3643,NP_014754.3,YOR111W,XP_505402.1,YALI0_F14201g,NP_014754.3,XP_505402.1,nucleotide diphosphatase,YALI0F14201p,0.9353448275862069
3644,NP_014755.1,YOR112W,XP_504477.1,YALI0_E27698g,NP_014755.1,XP_504477.1,Cex1p,YALI0E27698p,0.7227332457293035
3645,NP_014756.3,YOR113W,XP_500145.1,YALI0_A16841g,NP_014756.3,XP_500145.1,Azf1p,YALI0A16841p,0.2571115973741794
3646,NP_014758.3,YOR115C,XP_504284.1,YALI0_E22902g,NP_014758.3,XP_504284.1,Trs33p,YALI0E22902p,0.4776119402985074
3647,NP_014759.1,YOR116C,XP_502142.1,YALI0_C22550g,NP_014759.1,XP_502142.1,DNA-directed RNA polymerase III core subunit RPO31,YALI0C22550p,1.0171232876712328
3648,NP_014760.3,YOR117W,XP_502605.1,YALI0_D09119g,NP_014760.3,XP_502605.1,proteasome regulatory particle base subunit RPT5,YALI0D09119p,0.9654377880184332
3649,NP_014761.1,YOR118W,XP_502132.1,YALI0_C22341g,NP_014761.1,XP_502132.1,Rtc5p,YALI0C22341p,0.9400352733686068
3650,NP_014762.3,YOR119C,XP_502134.1,YALI0_C22385g,NP_014762.3,XP_502134.1,protein kinase RIO1,YALI0C22385p,0.5702479338842975
3651,NP_014763.1,YOR120W,XP_500595.1,YALI0_B07117g,NP_014763.1,XP_500595.1,glycerol 2-dehydrogenase (NADP(+)) GCY1,YALI0B07117p,0.9615384615384616
3652,NP_014765.3,YOR122C,XP_002143009.1,YALI0_B07183g,NP_014765.3,XP_002143009.1,profilin,YALI0B07183p,1.0
3653,NP_014766.1,YOR123C,XP_002143008.1,YALI0_B07095g,NP_014766.1,XP_002143008.1,Leo1p,YALI0B07095p,0.6487068965517241
3654,NP_014767.3,YOR124C,XP_502367.1,YALI0_D03531g,NP_014767.3,XP_502367.1,ubiquitin-specific protease UBP2,YALI0D03531p,0.8372641509433962
3655,NP_014768.2,YOR125C,XP_503973.1,YALI0_E15224g,NP_014768.2,XP_503973.1,putative monooxygenase CAT5,YALI0E15224p,0.8154506437768241
3656,NP_014769.3,YOR126C,XP_500598.1,YALI0_B07227g,NP_014769.3,XP_500598.1,isoamyl acetate-hydrolyzing esterase,YALI0B07227p,1.0588235294117647
3657,NP_014771.3,YOR128C,XP_501255.1,YALI0_B23188g,NP_014771.3,XP_501255.1,phosphoribosylaminoimidazole carboxylase ADE2,YALI0B23188p,0.9982486865148862
3658,NP_014772.1,YOR129C,XP_500308.1,YALI0_A20900g,NP_014772.1,XP_500308.1,Afi1p,YALI0A20900p,0.4266517357222844
3659,NP_014773.4,YOR130C,XP_502502.1,YALI0_D06798g,NP_014773.4,XP_502502.1,Ort1p,YALI0D06798p,1.0787671232876712
3660,NP_014774.1,YOR131C,XP_503106.1,YALI0_D21318g,NP_014774.1,XP_503106.1,putative haloacid dehalogenase-like hydrolase,YALI0D21318p,0.9541284403669724
3661,NP_014775.3,YOR132W,XP_503108.1,YALI0_D21362g,NP_014775.3,XP_503108.1,retromer subunit VPS17,YALI0D21362p,1.105263157894737
3662,NP_014776.1,YOR133W,XP_499612.1,YALI0_A00352g,NP_014776.1,XP_499612.1,elongation factor 2,YALI0A00352p,1.0
3663,NP_014777.3,YOR134W,XP_502798.1,YALI0_D13684g,NP_014777.3,XP_502798.1,GTPase-activating protein BAG7,YALI0D13684p,0.3520782396088019
3664,NP_014779.1,YOR136W,XP_502479.1,YALI0_D06303g,NP_014779.1,XP_502479.1,isocitrate dehydrogenase (NAD(+)) IDH2,YALI0D06303p,0.943089430894309
3665,NP_014780.3,YOR137C,XP_504306.1,YALI0_E23364g,NP_014780.3,XP_504306.1,Sia1p,YALI0E23364p,0.7331189710610932
3666,NP_014783.4,YOR140W,XP_502825.1,YALI0_D14520g,NP_014783.4,XP_502825.1,Sfl1p,YALI0D14520p,0.2624020887728459
3667,NP_014784.1,YOR141C,XP_502414.1,YALI0_D04719g,NP_014784.1,XP_502414.1,Arp8p,YALI0D04719p,0.6606129398410897
3668,NP_014785.3,YOR142W,XP_504333.2,YALI0_E24013g,NP_014785.3,XP_504333.2,succinate--CoA ligase (GDP-forming) subunit alpha,YALI0E24013p,0.9240121580547112
3669,NP_014786.1,YOR143C,XP_504226.1,YALI0_E21351g,NP_014786.1,XP_504226.1,thiamine diphosphokinase,YALI0E21351p,0.8652037617554859
3670,NP_014787.3,YOR144C,XP_503141.1,YALI0_D22154g,NP_014787.3,XP_503141.1,Elg1p,YALI0D22154p,0.3072060682680151
3671,NP_014788.1,YOR145C,XP_503402.1,YALI0_E01122g,NP_014788.1,XP_503402.1,Pno1p,YALI0E01122p,0.7445255474452555
3672,NP_014790.4,YOR147W,XP_503403.1,YALI0_E01144g,NP_014790.4,XP_503403.1,Mdm32p,YALI0E01144p,0.7620578778135049
3673,NP_014792.4,YOR149C,XP_501332.1,YALI0_C01485g,NP_014792.4,XP_501332.1,"glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase",YALI0C01485p,0.994186046511628
3674,NP_014793.1,YOR150W,XP_502643.2,YALI0_D10065g,NP_014793.1,XP_502643.2,mitochondrial 54S ribosomal protein YmL23,mitochondrial 54S ribosomal protein YmL23,0.9202453987730062
3675,NP_014794.3,YOR151C,XP_502376.1,YALI0_D03718g,NP_014794.3,XP_502376.1,DNA-directed RNA polymerase II core subunit RPB2,YALI0D03718p,0.9983660130718954
3676,NP_014796.3,YOR153W,XP_503953.2,YALI0_E14729g,NP_014796.3,XP_503953.2,ATP-binding cassette multidrug transporter PDR5,YALI0E14729p,0.4321641297154202
3677,NP_014797.1,YOR154W,XP_501760.1,YALI0_C12430g,NP_014797.1,XP_501760.1,Slp1p,YALI0C12430p,0.696763202725724
3678,NP_014798.3,YOR155C,XP_503839.1,YALI0_E11913g,NP_014798.3,XP_503839.1,IMP 5\\'-nucleotidase,YALI0E11913p,1.011111111111111
3679,NP_014799.1,YOR156C,XP_504305.1,YALI0_E23342g,NP_014799.1,XP_504305.1,SUMO ligase NFI1,YALI0E23342p,0.5344352617079889
3680,NP_014800.3,YOR157C,XP_502812.1,YALI0_D14058g,NP_014800.3,XP_502812.1,proteasome core particle subunit beta 2,YALI0D14058p,0.9272030651340996
3681,NP_014801.1,YOR158W,XP_503702.1,YALI0_E08602g,NP_014801.1,XP_503702.1,mitochondrial 37S ribosomal protein PET123,YALI0E08602p,0.6792452830188679
3682,NP_014802.3,YOR159C,XP_502273.1,YALI0_D01155g,NP_014802.3,XP_502273.1,mRNA splicing protein SME1,YALI0D01155p,0.9787234042553192
3683,NP_014803.1,YOR160W,XP_502272.1,YALI0_D01133g,NP_014803.1,XP_502272.1,Mtr10p,YALI0D01133p,0.9979423868312756
3684,NP_014804.3,YOR161C,XP_502824.1,YALI0_D14498g,NP_014804.3,XP_502824.1,Pns1p,YALI0D14498p,1.0667903525046385
3685,NP_014806.1,YOR163W,XP_499760.1,YALI0_A04675g,NP_014806.1,XP_499760.1,polyphosphatase DDP1,YALI0A04675p,0.9308510638297872
3686,NP_014807.3,YOR164C,XP_502817.1,YALI0_D14344g,NP_014807.3,XP_502817.1,Get4p,YALI0D14344p,0.9743589743589745
3687,NP_014808.1,YOR165W,XP_504852.1,YALI0_F01166g,NP_014808.1,XP_504852.1,dynamin-like GTPase SEY1,YALI0F01166p,0.9987113402061856
3688,NP_014809.3,YOR166C,XP_502233.1,YALI0_D00253g,NP_014809.3,XP_502233.1,mRNA-processing endoribonuclease,YALI0D00253p,0.3668122270742358
3689,NP_014810.1,YOR167C,XP_501463.1,YALI0_C05148g,NP_014810.1,XP_501463.1,ribosomal 40S subunit protein S28A,40S ribosomal protein S28,1.0298507462686568
3690,NP_014811.3,YOR168W,XP_501409.1,YALI0_C03674g,NP_014811.3,XP_501409.1,glutamine--tRNA ligase,YALI0C03674p,1.004944375772559
3691,NP_014814.1,YOR171C,XP_002143013.1,YALI0_B11154g,NP_014814.1,XP_002143013.1,sphinganine kinase LCB4,YALI0B11154p,0.6650641025641025
3692,NP_014816.2,YOR173W,XP_506082.1,YALI0_F31141g,NP_014816.2,XP_506082.1,5\\'-(N(7)-methyl 5\\'-triphosphoguanosine)-(mRNA) diphosphatase,YALI0F31141p,0.9036827195467422
3693,NP_014817.3,YOR174W,XP_504851.1,YALI0_F01144g,NP_014817.3,XP_504851.1,Med4p,YALI0F01144p,0.5704225352112676
3694,NP_014818.1,YOR175C,XP_505624.1,YALI0_F19514g,NP_014818.1,XP_505624.1,lysophospholipid acyltransferase,YALI0F19514p,0.7948303715670436
3695,NP_014819.3,YOR176W,XP_505622.1,YALI0_F19470g,NP_014819.3,XP_505622.1,ferrochelatase HEM15,YALI0F19470p,0.8473282442748091
3696,NP_014822.1,YOR179C,XP_504965.2,YALI0_F03817g,NP_014822.1,XP_504965.2,cleavage polyadenylation factor subunit SYC1,YALI0F03817p,0.824468085106383
3697,NP_014823.3,YOR180C,XP_500719.1,YALI0_B10406g,NP_014823.3,XP_500719.1,putative dodecenoyl-CoA isomerase DCI1,YALI0B10406p,0.6051660516605166
3698,NP_014824.1,YOR181W,XP_501207.2,YALI0_B22110g,NP_014824.1,XP_501207.2,actin-binding protein LAS17,YALI0B22110p,0.2511848341232227
3699,NP_014825.3,YOR182C,XP_505423.1,YALI0_F14663g,NP_014825.3,XP_505423.1,ribosomal 40S subunit protein S30B,40S ribosomal protein S30,0.9047619047619048
3700,NP_014827.3,YOR184W,XP_505081.1,YALI0_F06468g,NP_014827.3,XP_505081.1,O-phospho-L-serine:2-oxoglutarate transaminase,YALI0F06468p,0.9949367088607596
3701,NP_014828.1,YOR185C,XP_505004.1,YALI0_F04730g,NP_014828.1,XP_505004.1,Ran GTPase GSP2,YALI0F04730p,0.9590909090909092
3702,NP_014830.1,YOR187W,XP_505827.1,YALI0_F24387g,NP_014830.1,XP_505827.1,translation elongation factor Tu,YALI0F24387p,0.9107551487414188
3703,NP_014833.3,YOR190W,XP_505030.1,YALI0_F05390g,NP_014833.3,XP_505030.1,"glucan 1,3-beta-glucosidase",YALI0F05390p,0.8898876404494382
3704,NP_014834.1,YOR191W,XP_506042.1,YALI0_F30261g,NP_014834.1,XP_506042.1,translocase ULS1,YALI0F30261p,0.2625077208153181
3705,NP_014835.3,YOR192C,XP_503043.1,YALI0_D19756g,NP_014835.3,XP_503043.1,thiamine transporter,YALI0D19756p,0.7963272120200334
3706,NP_014837.1,YOR194C,XP_501680.1,YALI0_C10472g,NP_014837.1,XP_501680.1,transcription initiation factor IIA large subunit,YALI0C10472p,0.9965034965034965
3707,NP_014839.1,YOR196C,XP_503786.1,YALI0_E10571g,NP_014839.1,XP_503786.1,putative lipoate synthase,YALI0E10571p,0.8236714975845411
3708,NP_014840.4,YOR197W,XP_504976.1,YALI0_F04059g,NP_014840.4,XP_504976.1,Ca(2+)-dependent cysteine protease MCA1,YALI0F04059p,0.7453703703703703
3709,NP_014841.1,YOR198C,XP_504975.1,YALI0_F04037g,NP_014841.1,XP_504975.1,Bfr1p,YALI0F04037p,0.825531914893617
3710,NP_014844.3,YOR201C,XP_505972.1,YALI0_F27995g,NP_014844.3,XP_505972.1,Mrm1p,YALI0F27995p,0.4223300970873786
3711,NP_014845.1,YOR202W,XP_504752.1,YALI0_E33957g,NP_014845.1,XP_504752.1,imidazoleglycerol-phosphate dehydratase HIS3,YALI0E33957p,1.0
3712,NP_014847.3,YOR204W,XP_502093.1,YALI0_C21472g,NP_014847.3,XP_502093.1,DEAD-box ATP-dependent RNA helicase DED1,YALI0C21472p,1.0413907284768211
3713,NP_014849.3,YOR206W,XP_502725.1,YALI0_D12012g,NP_014849.3,XP_502725.1,mRNA-binding ribosome synthesis protein NOC2,YALI0D12012p,0.9929577464788732
3714,NP_014850.1,YOR207C,XP_500966.1,YALI0_B16258g,NP_014850.1,XP_500966.1,DNA-directed RNA polymerase III core subunit RET1,YALI0B16258p,0.999129677980853
3715,NP_014851.3,YOR208W,XP_505836.1,YALI0_F24585g,NP_014851.3,XP_505836.1,tyrosine protein phosphatase PTP2,YALI0F24585p,0.4533333333333333
3716,NP_014852.1,YOR209C,XP_500338.1,YALI0_B00220g,NP_014852.1,XP_500338.1,nicotinate phosphoribosyltransferase,YALI0B00220p,0.9976689976689976
3717,NP_014853.3,YOR210W,XP_002143005.1,YALI0_B04851g,NP_014853.3,XP_002143005.1,DNA-directed RNA polymerase core subunit RPB10,YALI0B04851p,0.9857142857142858
3718,NP_014854.2,YOR211C,XP_505254.1,YALI0_F10659g,NP_014854.2,XP_505254.1,dynamin-related GTPase MGM1,YALI0F10659p,1.0442678774120318
3719,NP_014855.3,YOR212W,XP_502149.1,YALI0_C22704g,NP_014855.3,XP_502149.1,G protein subunit beta,YALI0C22704p,0.2529550827423167
3720,NP_014856.1,YOR213C,XP_500738.1,YALI0_B10912g,NP_014856.1,XP_500738.1,Sas5p,YALI0B10912p,0.2661290322580645
3721,NP_014859.3,YOR216C,XP_501066.1,YALI0_B18634g,NP_014859.3,XP_501066.1,Rud3p,YALI0B18634p,0.768595041322314
3722,NP_014860.1,YOR217W,XP_500995.1,YALI0_B16918g,NP_014860.1,XP_500995.1,replication factor C subunit 1,YALI0B16918p,0.8025551684088269
3723,NP_014862.3,YOR219C,XP_500440.1,YALI0_B02838g,NP_014862.3,XP_500440.1,Ste13p,YALI0B02838p,0.9323308270676692
3724,NP_014864.4,YOR221C,XP_504110.1,YALI0_E18590g,NP_014864.4,XP_504110.1,[acyl-carrier-protein] S-malonyltransferase [Saccharomyces cerevisiae S288C],YALI0E18590p,0.4055555555555555
3725,NP_014865.1,YOR222W,XP_502333.1,YALI0_D02629g,NP_014865.1,XP_502333.1,mitochondrial 2-oxodicarboxylate carrier,YALI0D02629p,0.98371335504886
3726,NP_014866.3,YOR223W,XP_505144.1,YALI0_F08019g,NP_014866.3,XP_505144.1,Dsc3p,YALI0F08019p,0.9212328767123288
3727,NP_014867.1,YOR224C,XP_505204.1,YALI0_F09383g,NP_014867.1,XP_505204.1,DNA-directed RNA polymerase core subunit RPB8,YALI0F09383p,0.9794520547945206
3728,NP_014869.3,YOR226C,XP_500512.1,YALI0_B04928g,NP_014869.3,XP_500512.1,putative iron-binding protein ISU2,YALI0B04928p,0.9935897435897436
3729,NP_014870.1,YOR227W,XP_499858.1,YALI0_A07997g,NP_014870.1,XP_499858.1,Her1p,YALI0A07997p,0.6821829855537721
3730,NP_014871.3,YOR228C,XP_505252.1,YALI0_F10615g,NP_014871.3,XP_505252.1,Mcp1p,YALI0F10615p,0.7019867549668874
3731,NP_014872.1,YOR229W,XP_502149.1,YALI0_C22704g,NP_014872.1,XP_502149.1,transcriptional modulator,YALI0C22704p,0.2698072805139186
3732,NP_014873.3,YOR230W,XP_503308.1,YALI0_D26279g,NP_014873.3,XP_503308.1,transcriptional modulator,YALI0D26279p,0.4508009153318077
3733,NP_014874.1,YOR231W,XP_500830.1,YALI0_B13178g,NP_014874.1,XP_500830.1,mitogen-activated protein kinase kinase MKK1,YALI0B13178p,0.765748031496063
3734,NP_014875.3,YOR232W,XP_501980.1,YALI0_C18513g,NP_014875.3,XP_501980.1,Mge1p,YALI0C18513p,1.0921052631578947
3735,NP_014876.1,YOR233W,XP_502105.1,YALI0_C21758g,NP_014876.1,XP_502105.1,putative serine/threonine protein kinase KIN4,YALI0C21758p,0.37
3736,NP_014877.3,YOR234C,XP_506094.2,YALI0_F31405g,NP_014877.3,XP_506094.2,ribosomal 60S subunit protein L33B,60S ribosomal protein L33,1.0
3737,NP_014879.1,YOR236W,XP_501774.1,YALI0_C12771g,NP_014879.1,XP_501774.1,dihydrofolate reductase,YALI0C12771p,0.957345971563981
3738,NP_014880.3,YOR237W,XP_501734.1,YALI0_C11693g,NP_014880.3,XP_501734.1,oxysterol-binding protein related protein HES1,YALI0C11693p,0.8617511520737328
3739,NP_014881.2,YOR238W,XP_499773.1,YALI0_A05115g,NP_014881.2,XP_499773.1,uncharacterized protein YOR238W,YALI0A05115p,0.8712871287128713
3740,NP_014882.4,YOR239W,XP_504365.1,YALI0_E24717g,NP_014882.4,XP_504365.1,tRNA(Thr) (cytosine(32)-N(3))-methyltransferase,YALI0E24717p,0.4601910828025478
3741,NP_014884.1,YOR241W,XP_504355.1,YALI0_E24497g,NP_014884.1,XP_504355.1,tetrahydrofolate synthase,YALI0E24497p,0.8941605839416058
3742,NP_014885.3,YOR242C,XP_502498.1,YALI0_D06710g,NP_014885.3,XP_502498.1,Ssp2p,YALI0D06710p,0.7520215633423181
3743,NP_014886.1,YOR243C,XP_502295.1,YALI0_D01628g,NP_014886.1,XP_502295.1,pseudouridine synthase PUS7,YALI0D01628p,0.9644970414201184
3744,NP_014887.3,YOR244W,XP_503552.1,YALI0_E04675g,NP_014887.3,XP_503552.1,NuA4 histone acetyltransferase complex catalytic subunit ESA1,YALI0E04675p,1.0179775280898875
3745,NP_014888.1,YOR245C,XP_504700.1,YALI0_E32769g,NP_014888.1,XP_504700.1,diacylglycerol O-acyltransferase,YALI0E32769p,0.5358851674641149
3746,NP_014889.3,YOR246C,XP_504364.1,YALI0_E24695g,NP_014889.3,XP_504364.1,Env9p,YALI0E24695p,0.996969696969697
3747,NP_014893.1,YOR250C,XP_506077.1,YALI0_F31031g,NP_014893.1,XP_506077.1,cleavage polyadenylation factor subunit CLP1,YALI0F31031p,0.9707865168539326
3748,NP_014894.3,YOR251C,XP_505793.1,YALI0_F23551g,NP_014894.3,XP_505793.1,thiosulfate sulfurtransferase,YALI0F23551p,1.0789473684210529
3749,NP_014895.2,YOR252W,XP_503051.1,YALI0_D19954g,NP_014895.2,XP_503051.1,Tma16p,YALI0D19954p,0.9606741573033708
3750,NP_014896.3,YOR253W,XP_499949.1,YALI0_A10571g,NP_014896.3,XP_499949.1,peptide alpha-N-acetyltransferase subunit NAT5,YALI0A10571p,0.9488636363636364
3751,NP_014897.1,YOR254C,XP_500184.1,YALI0_A17985g,NP_014897.1,XP_500184.1,protein-transporting protein SEC63,YALI0A17985p,0.9321266968325792
3752,NP_014899.1,YOR256C,XP_500285.1,YALI0_A20416g,NP_014899.1,XP_500285.1,putative zinc metalloprotease,YALI0A20416p,0.7737948084054388
3753,NP_014900.3,YOR257W,XP_500290.1,YALI0_A20518g,NP_014900.3,XP_500290.1,centrin,YALI0A20518p,0.906832298136646
3754,NP_014901.1,YOR258W,XP_504247.1,YALI0_E21890g,NP_014901.1,XP_504247.1,DNA 5\\'-adenosine monophosphate hydrolase,YALI0E21890p,1.0
3755,NP_014902.3,YOR259C,XP_504246.1,YALI0_E21868g,NP_014902.3,XP_504246.1,proteasome regulatory particle base subunit RPT4,YALI0E21868p,0.9931350114416476
3756,NP_014903.1,YOR260W,XP_504245.1,YALI0_E21846g,NP_014903.1,XP_504245.1,translation initiation factor eIF2B subunit gamma,YALI0E21846p,0.9134948096885812
3757,NP_014904.3,YOR261C,XP_503049.1,YALI0_D19910g,NP_014904.3,XP_503049.1,proteasome regulatory particle lid subunit RPN8,YALI0D19910p,0.8727810650887574
3758,NP_014905.1,YOR262W,XP_503048.1,YALI0_D19888g,NP_014905.1,XP_503048.1,putative GTPase GPN2,YALI0D19888p,0.9827089337175792
3759,NP_014908.1,YOR265W,XP_503046.1,YALI0_D19844g,NP_014908.1,XP_503046.1,Rbl2p,YALI0D19844p,0.7358490566037735
3760,NP_014910.1,YOR267C,XP_500363.1,YALI0_B00880g,NP_014910.1,XP_500363.1,putative serine/threonine protein kinase HRK1,YALI0B00880p,0.2938076416337286
3761,NP_014912.1,YOR269W,XP_503553.2,YALI0_E04697g,NP_014912.1,XP_503553.2,Pac1p,YALI0E04697p,0.2510121457489878
3762,NP_014913.3,YOR270C,XP_506081.1,YALI0_F31119g,NP_014913.3,XP_506081.1,H(+)-transporting V0 sector ATPase subunit a,YALI0F31119p,0.9964285714285714
3763,NP_014914.1,YOR271C,XP_500957.1,YALI0_B16060g,NP_014914.1,XP_500957.1,Fsf1p,YALI0B16060p,1.0061162079510704
3764,NP_014915.3,YOR272W,XP_500795.1,YALI0_B12320g,NP_014915.3,XP_500795.1,Ytm1p,YALI0B12320p,1.1152173913043475
3765,NP_014916.1,YOR273C,XP_505874.1,YALI0_F25597g,NP_014916.1,XP_505874.1,Tpo4p,YALI0F25597p,0.8224582701062215
3766,NP_014918.1,YOR275C,XP_503059.1,YALI0_D20130g,NP_014918.1,XP_503059.1,Rim20p,YALI0D20130p,1.1119515885022693
3767,NP_014921.1,YOR278W,XP_505208.1,YALI0_F09449g,NP_014921.1,XP_505208.1,uroporphyrinogen-III synthase HEM4,YALI0F09449p,0.9563636363636364
3768,NP_014923.1,YOR280C,XP_502918.1,YALI0_D16940g,NP_014923.1,XP_502918.1,putative serine hydrolase,YALI0D16940p,0.9285714285714286
3769,NP_014924.3,YOR281C,XP_502775.1,YALI0_D13090g,NP_014924.3,XP_502775.1,Plp2p,YALI0D13090p,0.986013986013986
3770,NP_014926.1,YOR283W,XP_500435.1,YALI0_B02728g,NP_014926.1,XP_500435.1,phosphoglycerate mutase,YALI0B02728p,0.4130434782608695
3771,NP_014928.1,YOR285W,XP_506020.1,YALI0_F29667g,NP_014928.1,XP_506020.1,thiosulfate sulfurtransferase RDL1,YALI0F29667p,0.841726618705036
3772,NP_014929.3,YOR286W,XP_506020.1,YALI0_F29667g,NP_014929.3,XP_506020.1,thiosulfate sulfurtransferase RDL2,YALI0F29667p,0.6711409395973155
3773,NP_014930.1,YOR287C,XP_500470.1,YALI0_B03784g,NP_014930.1,XP_500470.1,rRNA-processing protein RRP36,YALI0B03784p,0.89
3774,NP_014931.3,YOR288C,XP_501758.1,YALI0_C12386g,NP_014931.3,XP_501758.1,protein disulfide isomerase MPD1,YALI0C12386p,0.2610062893081761
3775,NP_014932.1,YOR289W,XP_504175.2,YALI0_E20141g,NP_014932.1,XP_504175.2,uncharacterized protein YOR289W,YALI0E20141p,0.8725099601593626
3776,NP_014933.3,YOR290C,XP_501321.2,YALI0_C01243g,NP_014933.3,XP_501321.2,SWI/SNF catalytic subunit SNF2,YALI0C01243p,0.5179095713446858
3777,NP_014934.1,YOR291W,XP_503183.1,YALI0_D23265g,NP_014934.1,XP_503183.1,putative acid anhydride hydrolase,YALI0D23265p,0.984375
3778,NP_014935.3,YOR292C,XP_500520.1,YALI0_B05214g,NP_014935.3,XP_500520.1,uncharacterized protein YOR292C,YALI0B05214p,0.8317152103559871
3779,NP_014936.1,YOR293W,XP_501724.1,YALI0_C11473g,NP_014936.1,XP_501724.1,ribosomal 40S subunit protein S10A,YALI0C11473p,0.8666666666666667
3780,NP_014937.1,YOR294W,XP_500001.1,YALI0_A12067g,NP_014937.1,XP_500001.1,Rrs1p,YALI0A12067p,0.9753694581280788
3781,NP_014938.3,YOR295W,XP_503270.1,YALI0_D25344g,NP_014938.3,XP_503270.1,Uaf30p,YALI0D25344p,0.3157894736842105
3782,NP_014939.1,YOR296W,XP_501312.1,YALI0_C01045g,NP_014939.1,XP_501312.1,uncharacterized protein YOR296W,YALI0C01045p,1.0015515903801395
3783,NP_014940.4,YOR297C,XP_500072.2,YALI0_A14784g,NP_014940.4,XP_500072.2,Tim18p,YALI0A14784p,0.5885416666666666
3784,NP_014942.4,YOR298C-A,XP_500788.1,YALI0_B12166g,NP_014942.4,XP_500788.1,multiprotein-bridging factor 1,YALI0B12166p,0.9867549668874172
3785,NP_014943.1,YOR299W,XP_501360.1,YALI0_C02453g,NP_014943.1,XP_501360.1,exomer complex subunit,YALI0C02453p,0.9302949061662198
3786,NP_014945.3,YOR301W,XP_503775.1,YALI0_E10329g,NP_014945.3,XP_503775.1,Rax1p,YALI0E10329p,0.8344827586206897
3787,NP_014947.3,YOR303W,XP_502528.1,YALI0_D07370g,NP_014947.3,XP_502528.1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1,YALI0D07370p,0.9221411192214112
3788,NP_014948.1,YOR304W,XP_503455.1,YALI0_E02332g,NP_014948.1,XP_503455.1,DNA translocase,YALI0E02332p,0.8991071428571429
3789,NP_014950.1,YOR305W,XP_501236.1,YALI0_B22770g,NP_014950.1,XP_501236.1,Rrg7p,YALI0B22770p,0.7479338842975206
3790,NP_014951.4,YOR306C,XP_002143003.1,YALI0_B04004g,NP_014951.4,XP_002143003.1,Mch5p,YALI0B04004p,0.8541266794625719
3791,NP_014952.1,YOR307C,XP_500731.1,YALI0_B10714g,NP_014952.1,XP_500731.1,Sly41p,YALI0B10714p,0.958057395143488
